Timestamp,RTU: Supply Air Temperature,RTU: Return Air Temperature,RTU: Supply Air Fan Status,RTU: Circuit 1 Discharge Temperature,RTU: Circuit 1 Condenser Outlet Temperature,RTU: Circuit 1 Suction Temperature,RTU: Circuit 2 Discharge Temperature,RTU: Circuit 2 Condenser Outlet Temperature,RTU: Circuit 2 Suction Temperature,RTU: Circuit 1 Discharge Pressure,RTU: Circuit 1 Condenser Outlet Pressure,RTU: Circuit 1 Suction Pressure,RTU: Circuit 2 Discharge Pressure,RTU: Circuit 2 Condenser Outlet Pressure,RTU: Circuit 2 Suction Pressure,RTU: Supply Air Volumetric Flow Rate,RTU: Electricity,RTU: Natural Gas,Occupancy Mode Indicator,Terminal: Room 102 Air Humidity,Terminal: Room 103 Air Humidity,Terminal: Room 104 Air Humidity,Terminal: Room 105 Air Humidity,Terminal: Room 106 Air Humidity,Terminal: Room 202 Air Humidity,Terminal: Room 203 Air Humidity,Terminal: Room 204 Air Humidity,Terminal: Room 205 Air Humidity,Terminal: Room 206 Air Humidity,Terminal: Room 102 Air Temperature,Terminal: Room 103 Air Temperature,Terminal: Room 104 Air Temperature,Terminal: Room 105 Air Temperature,Terminal: Room 106 Air Temperature,Terminal: Room 202 Air Temperature,Terminal: Room 203 Air Temperature,Terminal: Room 204 Air Temperature,Terminal: Room 205 Air Temperature,Terminal: Room 206 Air Temperature,Terminal: Room Air Temperature Heating Setpoint,Terminal: Room Air Temperature Cooling Setpoint,HVAC System: Electricity,Lighting System: Electricity,Lighting System: Control Command,RTU: Compressor 1 On/Off Status,RTU: Compressor 2 On/Off Status,RTU: Fan Electricity ,VAV Box: Room 102 Reheat Status,VAV Box: Room 103 Reheat Status,VAV Box: Room 104 Reheat Status,VAV Box: Room 105 Reheat Status,VAV Box: Room 106 Reheat Status,VAV Box: Room 202 Reheat Status,VAV Box: Room 203 Reheat Status,VAV Box: Room 204 Reheat Status,VAV Box: Room 205 Reheat Status,VAV Box: Room 206 Reheat Status,VAV Box: Room 102 Air Temperature,VAV Box: Room 103 Air Temperature,VAV Box: Room 104 Air Temperature,VAV Box: Room 105 Air Temperature,VAV Box: Room 106 Air Temperature,VAV Box: Room 202 Air Temperature,VAV Box: Room 203 Air Temperature,VAV Box: Room 204 Air Temperature,VAV Box: Room 205 Air Temperature,VAV Box: Room 206 Air Temperature,Fault Detection Ground Truth
12/3/2017 13:29,53.63,70.97,1,119.6,77.91,52.12,73.06,69.33,70.37,288,NA,134.7,177.2,177.4,179.5,3166,108.0284,0,1,36.11,33.6,34.34,29.11,30.41,38.94,37.44,33.63,29.13,31.56,71.07,73.19,71.85,75.49,75.36,70.5,70.23,72.71,76.69,76.23,69.8,75.2,162.54237,40.21146,1,1,0,28.1637,1,0,1,0,0,1,1,1,0,0,62.99,56.7,66.74,56.55,57.04,58.29,58.96,66.08,55.59,56.43,1
12/3/2017 13:30,52.58,70.96,1,120,66.82,64.05,72.95,69.6,70.62,268.1,NA,130.4,182.4,182.5,184.7,3178,110.1059,0,1,36.1,33.63,34.27,28.99,30.35,38.72,37.58,33.57,29.16,31.42,71.03,73.19,71.86,75.46,75.42,70.57,69.98,72.63,76.59,76.16,69.8,75.2,162.28857,40.19992,1,1,0,28.25604,1,0,1,0,0,0,0,1,0,0,62.12,55.91,65.68,55.66,56.36,56.6,56.26,65.04,54.63,55.57,1
12/3/2017 13:31,52.14,70.95,1,121.2,65.7,63.21,72.37,69.15,70.43,263.6,NA,133.2,175.1,175.3,177.4,3181,110.1059,0,1,36.05,33.62,34.05,28.92,30.32,38.55,37.75,33.56,29.17,31.49,71.02,73.22,71.91,75.5,75.42,70.71,69.72,72.57,76.49,76.08,69.8,75.2,162.09227,40.21146,1,1,0,28.34838,1,0,1,0,0,0,0,1,0,0,61.31,55.15,64.72,54.89,55.65,55.54,54.61,64.14,53.95,54.88,1
12/3/2017 13:32,51.68,70.96,1,121.9,66.38,60.47,71.65,68.76,70.22,268.6,NA,135.2,170.2,170.4,172.4,3185,110.3367,0,1,36.03,33.61,34.02,28.95,30.3,38.56,37.87,33.63,29.23,31.51,70.99,73.23,71.87,75.45,75.38,70.57,69.45,72.49,76.31,76.07,69.8,75.2,163.2116,40.18068,1,1,0,28.34838,1,0,1,0,0,0,1,1,0,0,60.52,54.49,63.93,54.26,55.01,54.69,54.27,63.49,53.36,54.22,1
12/3/2017 13:33,51.34,70.9,1,122.1,67.43,57.14,71,68.53,70.04,267.7,NA,134.8,167.9,168,170.2,3182,111.2601,0,1,36.08,33.55,34.02,28.96,30.27,38.47,38.09,33.68,29.27,31.55,70.92,73.27,71.82,75.3,75.36,70.6,69.24,72.37,76.28,75.88,69.8,75.2,164.01947,40.19992,1,1,0,28.53306,1,0,1,0,0,0,1,1,0,0,59.92,53.97,63.34,53.72,54.49,54.12,54.67,62.88,52.81,53.69,1
12/3/2017 13:34,51.05,70.85,1,121.8,65.75,58.46,70.36,68.4,69.83,263.6,NA,133.9,168.8,169,171.1,3189,110.5676,0,1,36.14,33.54,34.04,29.02,30.31,38.65,38.27,33.75,29.27,31.52,70.81,73.23,71.72,75.22,75.28,70.48,69.01,72.3,76.29,75.96,69.8,75.2,165.50821,40.21146,1,1,0,28.48689,1,0,1,0,0,1,1,1,0,0,59.41,53.49,62.84,53.24,54.03,53.99,54.51,62.5,52.46,53.21,1
12/3/2017 13:35,51.67,70.84,1,121,67.89,60.87,69.97,68.27,69.44,243.3,NA,168.7,184.9,185,187.2,3184,77.55888,0,1,36.14,33.54,34.12,29,30.38,38.69,38.51,33.82,29.32,31.32,70.75,73.22,71.58,75.18,75.13,70.4,68.66,72.16,76.05,76.11,69.8,75.2,133.65349,40.19607,1,1,0,28.44072,1,0,1,0,0,1,1,1,0,0,58.99,53.12,62.48,52.9,53.59,54.08,55.06,62.35,52.39,53,1
12/3/2017 13:36,58.37,70.84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3175,30.23873,0,1,36.55,33.53,34.32,29.44,30.91,39.49,39.49,34.09,29.85,31.93,70.63,73.15,71.39,75.03,74.81,70.48,68.46,72.11,76.01,75.8,69.8,75.2,87.59121,40.19992,1,0,0,28.67157,1,0,1,0,0,1,1,1,0,0,60.08,54.03,63.86,53.96,54.05,56.18,58.7,64.94,55.51,54.78,1
12/3/2017 13:37,64.49,70.89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3169,30.70039,0,1,36.86,33.61,35.2,29.76,30.98,39.29,39.78,34.33,30.2,32.33,70.6,73.15,71.3,75.04,74.75,70.37,68.55,72.05,75.95,75.41,69.8,75.2,89.27635,40.18068,1,0,0,28.85625,1,0,1,0,0,1,1,1,0,0,63.12,56.77,67.15,57.03,56.16,60.32,63.12,69.17,59.67,57.91,1
12/3/2017 13:38,67.02,70.94,1,108.2,78.91,57.16,70.61,69.02,69.04,335.1,NA,141.6,196.8,196.6,196.7,3161,63.01659,0,1,36.84,33.72,35.11,29.69,31.15,39.28,39.42,34.34,30.21,32.4,70.62,73.13,71.32,75.12,74.81,70.31,68.84,72.23,75.99,75.46,69.8,75.2,122.64274,40.19992,1,1,0,28.90242,1,0,1,0,0,1,1,1,0,0,66.03,59.59,70.26,60.04,58.6,64.57,66.14,72.43,62.79,60.72,1
12/3/2017 13:39,60.65,71.07,1,119.9,84.4,53.2,70.51,67.72,68.48,355,NA,145.5,173.7,173.8,175.8,3156,112.8759,0,1,36.84,33.69,34.85,29.48,31.12,39.33,38.94,34.05,30.02,32.27,70.6,73.22,71.45,75.31,74.81,70.24,69.13,72.49,76.13,75.55,69.8,75.2,171.79828,40.19607,1,1,0,28.34838,1,0,1,0,0,1,1,1,0,0,66.74,60.51,70.98,60.88,59.84,64.81,65.03,71.51,60.96,60.48,1
12/3/2017 13:40,56.15,71.01,1,122.8,89,43.58,71.78,68.31,68.89,360,NA,143.5,165.9,166,168.1,3160,114.9533,0,1,36.72,33.67,34.65,29.25,31.02,39.29,38.6,33.81,29.83,32.19,70.57,73.26,71.74,75.61,74.87,70.29,69.42,72.71,76.36,75.76,69.8,75.2,172.57156,40.19992,1,1,0,28.1637,1,0,1,0,0,1,1,1,0,0,65.21,59.19,69.22,59.23,59.13,62.49,61.81,68.96,58.41,58.84,1
12/3/2017 13:41,54.28,71,1,120.4,83,42.3,76.54,70.25,56.02,329.1,NA,136.1,234.8,226.3,147.7,3161,126.264,0,1,36.48,33.66,34.46,29.17,30.95,39.25,38.51,33.68,29.76,32.08,70.81,73.32,71.83,75.63,75.01,70.41,69.45,72.83,76.35,75.78,69.8,75.2,181.64332,40.18068,1,1,1,28.20987,1,0,1,0,0,1,1,1,0,0,63.73,57.79,67.64,57.73,58.04,60.44,59.32,67.06,56.7,57.52,1
12/3/2017 13:42,49.48,71.02,1,118.1,69.44,45.55,101.4,70.37,52.43,284,NA,125.9,281.9,264,119.2,3185,176.1233,0,1,36.2,33.64,34.4,29.03,30.54,38.79,38.05,33.45,29.51,31.75,70.98,73.31,71.89,75.63,75,70.39,69.31,72.82,76.49,75.72,69.8,75.2,228.68685,40.19992,1,1,1,28.1637,1,0,1,0,0,1,0,1,0,0,62.04,56.33,65.87,56.09,56.85,57.57,55.69,64.61,53.92,55.46,1
12/3/2017 13:43,45.67,70.95,1,114.2,72.65,34.8,113.3,71.56,45.08,285.2,NA,125.1,282.5,260.9,124.3,3191,174.7383,0,1,35.24,33.61,33.32,28.06,30.25,37.55,36.78,32.84,28.9,31.13,70.91,73.35,71.82,75.52,74.85,70.53,69.03,72.73,76.45,75.71,69.8,75.2,225.46668,40.19607,1,1,1,28.02519,1,0,1,0,0,0,0,1,0,0,59.24,53.76,62.92,53.32,54.78,53.85,51.11,61.14,50.65,52.73,1
12/3/2017 13:44,44.25,70.82,1,109.6,71.91,36.48,117.3,71.57,46.32,276.5,NA,129.2,242.8,232.8,142.2,3210,155.1178,0,1,34.74,33.14,32.65,27.47,29.75,36.4,35.88,32.21,28.05,30.27,70.91,73.37,71.74,75.33,74.79,70.57,68.59,72.53,76.4,75.75,69.8,75.2,204.80737,40.18453,1,1,1,28.11753,1,0,1,0,0,0,0,1,0,0,56.93,51.58,60.5,51.02,52.78,51.15,48.24,58.67,48.46,50.63,1
12/3/2017 13:45,47.12,70.69,1,108.1,66.02,54.46,111.6,65.13,52.8,260.5,NA,128.4,180.7,180,170.9,3205,109.4134,0,1,34.53,32.56,31.96,27.19,29.35,36.82,36.19,32.14,27.69,30.04,70.66,73.3,71.61,75.21,74.68,70.53,68.19,72.34,76.07,75.65,69.8,75.2,159.80701,40.19607,1,1,0,28.39455,1,0,1,0,0,0,0,1,0,0,55.84,50.63,59.47,50.07,51.59,50.51,48.04,58.55,48.87,50.22,1
12/3/2017 13:46,48.6,70.66,1,112.3,66.5,62.17,105,61.85,55.04,243.3,NA,154,175.1,175.8,178,3206,93.71698,0,1,35.14,32.35,32.71,27.68,29.57,37.31,37.61,32.45,28.2,30.41,70.57,73.24,71.4,74.95,74.46,70.46,67.77,72.08,75.91,75.46,69.8,75.2,145.92239,40.18068,1,1,0,28.57923,1,0,1,0,0,1,1,1,0,0,55.94,50.48,59.68,50.12,51.23,50.8,48.9,59.17,49.38,50.19,1
12/3/2017 13:47,54.07,70.67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3193,30.46956,0,1,35.69,32.51,33.45,28.29,30.31,39.06,38.89,33.34,28.95,31.43,70.57,73.15,71.16,74.77,74.26,70.28,67.56,71.85,75.55,75.17,69.8,75.2,86.51808,40.19992,1,0,0,28.6254,1,0,1,0,0,1,1,1,0,0,56.87,51.7,60.8,51.4,51.87,53,52.92,61.35,52.37,52.08,1
12/3/2017 13:48,57.37,70.64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3184,30.23873,0,1,37.11,32.92,35.24,29.6,31.43,40.8,42.17,34.62,30.5,32.93,70.34,73.14,70.92,74.83,74.19,70.23,67.6,71.79,75.65,74.94,69.8,75.2,89.79548,40.18068,1,0,0,28.6254,1,0,1,0,0,1,1,1,0,0,59.08,53.47,63.16,53.5,53.24,55.88,56.88,64.54,54.75,53.98,1
12/3/2017 13:49,63.08,70.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3167,31.62371,0,1,37.86,33.22,36.6,30.58,32.07,40.31,42.6,34.92,31.05,33.32,70.23,73.1,70.88,74.91,74.2,70.05,67.81,71.85,75.64,74.88,69.8,75.2,94.60801,40.19992,1,0,0,28.6254,1,0,1,0,0,1,1,1,0,0,61.67,55.09,66.11,55.28,54.53,59.86,62.71,67.98,58.2,56.33,1
12/3/2017 13:50,61.82,70.77,1,109.1,75.58,54.24,94.1,67.14,67.08,342.7,NA,137.7,189.3,189.7,191.5,3177,109.4134,0,1,37.51,33.65,36.23,30.38,31.9,40.17,41.51,34.91,30.99,33.53,70.34,73.09,71.02,74.95,74.33,69.93,68.23,71.99,75.82,74.95,69.8,75.2,175.32912,40.18068,1,1,0,28.57923,1,0,1,0,0,1,1,1,0,0,64.15,57.83,68.67,58.24,57.04,62.82,67.2,70.11,59.75,58.44,1
12/3/2017 13:51,56.48,70.82,1,119.5,89.3,46.25,90.5,67.11,66.94,362.5,NA,145,168.6,169.1,171.2,3170,114.4917,0,1,37.28,33.85,35.57,30.13,31.84,40.28,40.52,34.62,30.73,33.37,70.4,73.07,71.18,75.18,74.49,69.87,68.62,72.18,75.98,75.04,69.8,75.2,178.09942,40.16914,1,1,0,28.07136,1,0,1,0,0,1,1,1,0,0,63.69,57.53,67.99,57.73,57.31,61.96,66.13,68.12,57.5,57.43,1
12/3/2017 13:52,54.07,70.84,1,123.3,89,44.39,88.1,67.9,67.42,358.4,NA,142.3,165.6,166.1,168.2,3176,115.1842,0,1,37.06,33.91,35.33,29.94,31.79,40.15,39.81,34.4,30.57,33.16,70.59,73.1,71.34,75.25,74.58,69.91,68.96,72.41,76.13,75.2,69.8,75.2,176.62253,40.18453,1,1,0,28.02519,1,0,1,0,0,1,1,1,0,0,62.68,56.56,66.89,56.63,56.65,61.16,61.76,66.45,55.96,56.35,1
12/3/2017 13:53,52.85,70.85,1,124,88.2,43.05,85.5,68.71,68.03,356.3,NA,142.7,164.8,165.2,167.3,3175,114.03,0,1,36.88,33.96,35.19,29.79,31.67,39.97,39.49,34.22,30.26,32.9,70.71,73.15,71.44,75.29,74.66,70.09,69.04,72.59,76.21,75.35,69.8,75.2,173.04465,40.18068,1,1,0,28.07136,1,0,1,0,0,1,1,1,0,0,61.72,55.65,65.86,55.64,55.93,59.79,58.76,65.35,54.78,55.39,1
12/3/2017 13:54,55.88,70.83,1,121.9,88.1,63.01,83.9,69.75,68.72,283.3,NA,207.7,200.7,201,203.3,3159,40.16442,0,1,36.82,33.95,35.1,29.73,31.57,39.7,39.44,34.15,30.1,32.72,70.73,73.2,71.57,75.27,74.63,70.27,68.99,72.62,76.23,75.51,69.8,75.2,97.51732,40.19607,1,1,0,28.02519,1,0,1,0,0,1,1,1,0,0,61.35,55.17,65.39,55.11,55.43,58.91,58.05,65.38,55.38,55.46,1
12/3/2017 13:55,64.24,70.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3164,30.23873,0,1,36.68,33.95,35.05,29.71,31.67,39.69,39.47,34.1,30.05,32.76,70.77,73.19,71.61,75.3,74.57,70.31,68.88,72.56,76.31,75.39,69.8,75.2,84.61423,40.16914,1,0,0,28.57923,1,0,1,0,0,1,0,1,0,0,63.77,57.32,67.94,57.43,56.83,61.17,61,69.52,60,58.46,1
12/3/2017 13:56,67.74,71.02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3140,30.46956,0,1,36.61,33.92,34.89,29.64,31.6,39.61,39.28,33.99,29.93,32.88,70.89,73.25,71.71,75.37,74.63,70.28,69,72.68,76.39,75.41,69.8,75.2,82.76768,40.19992,1,0,0,28.57923,1,0,1,0,0,0,0,1,0,0,66.36,60.05,70.87,60.37,59.13,63.06,63.96,72.84,63.1,61.27,1
12/3/2017 13:57,65.63,71.13,1,112.2,68.89,57.93,81.1,70.75,69.84,274.4,NA,116.9,201.4,201.6,203.9,3146,105.2585,0,1,36.62,33.89,34.68,29.43,31.53,39.66,39.03,33.77,29.71,32.63,70.91,73.27,71.87,75.64,74.72,70.25,69.25,72.95,76.73,75.53,69.8,75.2,157.15265,40.19992,1,1,0,28.44072,1,0,1,0,0,0,0,1,0,0,68.27,62.01,72.67,62.38,61.07,64.08,65.32,74.06,63.93,62.61,1
12/3/2017 13:58,58.98,71.21,1,119.3,65.71,66.32,79.24,70.33,70.03,267,NA,127,195,195.2,197.2,3151,109.6442,0,1,36.57,33.87,34.37,29.09,31.26,39.6,38.64,33.46,29.38,32.47,70.92,73.32,72.17,75.89,74.97,70.23,69.44,73.12,77.03,75.75,69.8,75.2,160.37256,40.16529,1,1,0,28.1637,1,0,1,0,0,0,0,1,0,0,67.16,61.21,71.22,61.4,60.94,62.12,62.21,71.16,60.79,60.96,1
12/3/2017 13:59,55.73,71.23,1,121.9,67.38,65.07,77.32,69.56,69.68,272.6,NA,134.7,177.9,178.1,180.3,3155,111.2601,0,1,36.34,33.82,34.02,28.77,31.12,39.48,38.39,33.2,29.23,32.2,71.09,73.35,72.4,76.19,75,70.37,69.54,73.41,76.99,75.87,69.8,75.2,161.03047,40.18453,1,1,0,28.02519,1,0,1,0,0,0,0,1,0,0,65.41,59.66,69.16,59.71,59.86,60.13,59.18,68.63,58.53,59.33,1
12/3/2017 14:00,53.74,71.28,1,123.4,67.64,61.36,75.86,69.26,69.44,272.3,NA,135.8,171.9,172.3,174.5,3167,111.7217,0,1,36.12,33.79,33.84,28.54,31,39.17,38.43,33.06,28.97,31.97,71.17,73.4,72.51,76.35,75.19,70.54,69.33,73.51,77.19,76.14,69.8,75.2,160.68409,40.16144,1,1,0,28.1637,1,0,1,0,0,0,0,1,0,0,63.77,58.22,67.29,58.1,58.66,58.38,56.85,66.59,56.67,57.83,1
12/3/2017 14:01,52.58,71.26,1,123.7,68.19,58.39,74.7,69.15,69.37,274,NA,136,170.6,170.8,172.9,3166,111.4909,0,1,36.1,33.71,33.79,28.55,30.85,39.17,38.64,33.03,28.9,31.78,71.24,73.44,72.51,76.26,75.17,70.46,69.16,73.51,77.28,76.18,69.8,75.2,158.42184,40.18453,1,1,0,28.11753,1,0,1,0,0,0,0,1,0,0,62.26,56.94,65.65,56.73,57.5,56.97,55.13,65.04,55.33,56.51,1
12/3/2017 14:02,52.01,71.21,1,123.7,68.9,56.47,73.69,69.04,69.32,274,NA,136.1,169.9,170.1,172.3,3171,112.1834,0,1,36.15,33.68,33.79,28.49,30.85,39.02,38.85,33.05,28.98,31.78,71.17,73.47,72.41,76.24,75.13,70.6,68.84,73.35,77.17,76.13,69.8,75.2,158.341,40.16529,1,1,0,28.20987,1,0,1,0,0,0,0,1,0,0,61.18,55.85,64.46,55.62,56.54,55.85,54,63.76,54.37,55.52,1
12/3/2017 14:03,51.58,71.25,1,123.2,67.45,57.45,72.67,68.89,69.17,269.8,NA,135,170.7,171,173,3178,111.2601,0,1,36.18,33.63,33.83,28.63,30.84,38.97,39.1,33.18,29.06,31.7,71.12,73.51,72.38,76.04,75.06,70.55,68.52,73.14,76.99,75.95,69.8,75.2,157.27914,40.16914,1,1,0,28.20987,1,0,1,0,0,0,0,1,0,0,60.22,55.06,63.44,54.84,55.72,54.98,53.21,62.85,53.59,54.67,1
12/3/2017 14:04,51.34,71.16,1,123.3,67.33,57.31,71.81,68.68,69.07,271.1,NA,135.6,170.7,170.9,173,3178,111.2601,0,1,36.16,33.63,33.86,28.7,30.84,38.78,39.33,33.3,29.17,31.78,71.07,73.43,72.19,75.94,74.99,70.66,68.31,73.04,76.87,75.92,69.8,75.2,156.95572,40.16529,1,1,0,28.25604,1,0,1,0,0,0,1,1,0,0,59.41,54.36,62.6,54.11,55.05,54.34,53.34,62.24,53.1,54.09,1
12/3/2017 14:05,53.47,71.08,1,122.6,71.23,60.1,71.4,68.56,69,230.5,NA,191.4,192.2,192.4,194.7,3174,51.93675,0,1,36.25,33.65,33.97,28.79,31.01,38.9,39.54,33.42,29.28,32.19,70.99,73.46,72.04,75.82,74.89,70.62,68.04,72.83,76.63,75.64,69.8,75.2,99.54818,40.18453,1,1,0,28.11753,1,0,1,0,0,0,1,1,0,0,59.02,54.07,62.19,53.82,54.61,54.21,54.64,62.3,53.54,54.05,1
12/3/2017 14:06,60.93,71.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3166,30.23873,0,1,36.9,33.66,34.37,29.37,31.16,39.84,40.2,33.91,29.51,32.92,70.83,73.38,71.91,75.71,74.79,70.43,68.31,72.77,76.57,75.39,69.8,75.2,77.61933,40.14605,1,0,0,28.48689,1,0,1,0,0,1,1,1,0,0,60.74,55.57,64.17,55.52,55.5,56.69,59.17,65.75,57.42,56.43,1
12/3/2017 14:07,66.05,71.14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3154,30.23873,0,1,37.04,33.76,34.88,29.49,31.27,39.71,40.24,34.08,29.8,33.06,70.82,73.36,71.86,75.68,74.85,70.38,68.57,72.78,76.6,75.28,69.8,75.2,76.91544,40.16914,1,0,0,28.57923,1,0,1,0,0,1,0,1,0,0,63.73,58.32,67.39,58.48,57.64,60.53,62.4,69.6,61.3,59.44,1
12/3/2017 14:08,66.07,71.25,1,110.1,72.27,58.76,72.05,69.51,69.05,280.6,NA,133,202.3,202.1,202.3,3149,92.332,0,1,37.1,33.79,34.82,29.5,31.42,39.76,39.87,33.98,29.83,33.07,70.79,73.39,71.91,75.67,74.94,70.34,68.88,72.87,76.74,75.25,69.8,75.2,139.85116,40.16144,1,1,0,28.57923,1,0,1,0,0,1,0,1,0,0,66.24,60.75,69.91,61.16,59.91,63.48,64.48,72,63.24,61.66,1
12/3/2017 14:09,58.58,71.27,1,117.7,66.88,66.32,71.33,68.69,68.6,269.1,NA,131.6,188.3,188.4,190.6,3156,110.1059,0,1,37.06,33.85,34.71,29.24,31.28,39.78,39.32,33.73,29.38,32.91,70.68,73.38,72.01,75.82,75.03,70.23,69.12,73.04,76.95,75.38,69.8,75.2,158.17898,40.1499,1,1,0,28.07136,1,0,1,0,0,1,1,1,0,0,65.67,60.47,69.13,60.73,60.24,62.54,62.1,69.4,60.1,60.19,1
12/3/2017 14:10,55.18,71.29,1,121,66.14,63.87,70.63,68.23,68.56,268.3,NA,134.9,176.5,176.5,178.7,3156,110.3367,0,1,36.85,33.93,34.42,28.99,31.18,39.83,38.99,33.55,29.2,32.88,70.83,73.44,72.16,75.99,75.14,70.23,69.31,73.27,77.2,75.53,69.8,75.2,158.0635,40.16144,1,1,0,27.97902,1,0,1,0,0,1,1,1,0,0,63.97,58.98,67.21,59.03,59.17,60.71,59.67,67.05,57.86,58.6,1
12/3/2017 14:11,53.45,71.3,1,122.6,67.12,59.55,70.14,68.02,68.58,270.6,NA,136.3,171,171.2,173.3,3155,111.0292,0,1,36.62,33.89,34.32,28.96,31.13,39.58,38.85,33.46,29.12,32.74,70.97,73.42,72.26,75.99,75.13,70.33,69.31,73.19,77.11,75.49,69.8,75.2,158.25967,40.14605,1,1,0,28.02519,1,0,1,0,0,1,1,1,0,0,62.49,57.6,65.59,57.51,58.02,58.8,58.18,65.22,56.15,57.18,1
12/3/2017 14:12,52.41,71.23,1,122.8,66.83,57.48,69.77,67.95,68.63,268.7,NA,135.7,170.2,170.3,172.5,3166,111.0292,0,1,36.46,33.82,34.18,28.84,31.03,39.36,38.74,33.38,28.99,32.57,71.04,73.52,72.32,75.97,75.17,70.42,69.27,73.24,77.14,75.62,69.8,75.2,156.65526,40.1499,1,1,0,28.1637,1,0,1,0,0,0,1,1,0,0,61.21,56.44,64.21,56.28,56.96,56.99,57.4,63.72,54.93,56.06,1
12/3/2017 14:13,51.79,71.23,1,122.5,66.28,57.18,69.37,67.82,68.59,266.5,NA,135.3,170.2,170.4,172.5,3178,110.7984,0,1,36.44,33.76,34.08,28.82,30.94,39.18,38.72,33.41,28.97,32.66,71.05,73.52,72.3,75.94,75.2,70.51,69.19,73.1,77.05,75.48,69.8,75.2,157.59002,40.16144,1,1,0,28.11753,1,0,1,0,0,0,1,1,0,0,60.26,55.48,63.05,55.25,56.14,55.67,57.34,62.73,54.02,55.12,1
12/3/2017 14:14,51.41,71.17,1,122.2,65.83,57.1,68.95,67.63,68.49,266.1,NA,135.3,170.1,170.2,172.3,3172,110.5676,0,1,36.5,33.74,34.05,28.78,30.84,39.25,38.71,33.47,28.93,32.42,70.91,73.51,72.24,75.92,75.21,70.41,69.15,72.98,77.1,75.47,69.8,75.2,158.23619,40.18453,1,1,0,28.25604,1,0,1,0,0,0,1,1,0,0,59.47,54.7,62.21,54.5,55.35,54.77,57.88,61.96,53.32,54.36,1
12/3/2017 14:15,51.2,71.12,1,122,65.93,56.41,68.55,67.41,68.34,266.5,NA,135.5,169.9,170,172.1,3178,110.7984,0,1,36.49,33.74,34.04,28.81,30.79,39.12,38.64,33.51,29,32.64,70.84,73.46,72.1,75.85,75.18,70.45,69.12,72.82,76.85,75.28,69.8,75.2,158.97461,40.16529,1,1,0,28.30221,1,0,1,0,0,0,1,1,0,0,58.82,54.08,61.54,53.86,54.69,54.12,58.86,61.42,52.86,53.77,1
12/3/2017 14:16,51.04,71.1,1,121.8,66.08,55.9,68.21,67.24,68.19,265.9,NA,135.2,169.8,169.9,172,3174,110.5676,0,1,36.47,33.75,34.1,28.76,30.83,39.1,38.56,33.55,29.01,32.6,70.82,73.45,72.03,75.81,75.1,70.39,69.14,72.71,76.86,75.28,69.8,75.2,154.68185,40.16529,1,1,0,28.20987,1,0,1,0,0,0,1,1,0,0,58.27,53.58,61.08,53.36,54.18,53.64,58.09,60.97,52.52,53.32,1
12/3/2017 14:17,52.59,71.07,1,121.4,66.4,58.34,68.04,67.14,68.07,226.6,NA,181.3,184.1,184.1,186.4,3171,60.0158,0,1,36.6,33.69,34.11,28.7,30.81,39.16,38.6,33.69,28.98,32.81,70.68,73.37,71.92,75.78,75.05,70.34,69.1,72.68,76.78,75.12,69.8,75.2,105.68801,40.16529,1,1,0,28.20987,1,0,1,0,0,1,1,1,0,0,58.02,53.35,60.8,53.14,53.84,53.56,56.46,61.18,52.85,53.34,1
12/3/2017 14:18,59.51,70.96,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3170,30.23873,0,1,37.16,33.76,34.38,29.27,31.04,40.24,39.38,34.11,29.46,33.52,70.62,73.35,71.9,75.69,74.97,70.43,69.15,72.53,76.75,75.1,69.8,75.2,77.83821,40.18068,1,0,0,28.53306,1,0,1,0,0,1,1,1,0,0,59.66,54.66,62.68,54.62,54.66,56.05,59.83,64.36,56.32,55.42,1
12/3/2017 14:19,64.93,71.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3153,30.23873,0,1,37.53,33.83,34.9,29.53,31.26,40.12,39.68,34.4,29.64,33.65,70.58,73.35,71.88,75.72,75.03,70.32,69.23,72.63,77.05,75.02,69.8,75.2,78.63456,40.16144,1,0,0,28.53306,1,0,1,0,0,1,1,1,0,0,62.6,57.31,65.85,57.54,56.68,59.83,63.97,68.25,60.18,58.45,1
